Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Name and Address Transmission,RECORD TYPE,Record 2X2,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD NUMBER,Record 2X2,,,PIC X(3),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,FIRM,Record 2X2,,,PIC X(4),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,BRANCH,Record 2X2,,,PIC X(3),3,11-Sep,9,11,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 2X2,,,PIC X(6),6,17-Dec,12,17,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ADDRESS TYPE,Record 2X2,,,PIC X(2),2,18-19,18,19,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 1,Record 2X2,,,PIC X(32),32,20-51,20,51,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 2,Record 2X2,,,PIC X(32),32,52-83,52,83,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,AUTO ADDRESS UPDATE INDICATOR,Record 2X2,,,PIC X(1),1,84-84,84,84,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/25/2011,TRUE
Name and Address Transmission,NCOA ADDRESS UPDATE INDICATOR,Record 2X2,,,PIC X(1),1,85-85,85,85,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/25/2011,TRUE
Name and Address Transmission,FFR ADDRESS LINE1,Record 2X2,,,PIC X(32),32,86-117,86,117,BNAM DISP BOOK,ATTN:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE2,Record 2X2,,,PIC X(32),32,118-149,118,149,BNAM DISP BOOK,ADD1:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE3,Record 2X2,,,PIC X(32),32,150-181,150,181,BNAM DISP BOOK,ADD2:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PO BOX,Record 2X2,,,PIC X(10),10,182-191,182,191,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR CITY NAME,Record 2X2,,,PIC X(30),30,192-221,192,221,BNAM DISP BOOK,CITY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR DOM STATE,Record 2X2,,,PIC X(2),2,222-223,222,223,BNAM DISP BOOK,STATE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR POSTAL CODE,Record 2X2,,,PIC X(5),5,224-228,224,228,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR EXTENDED ZIP,Record 2X2,,,PIC X(4),4,229-232,229,232,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PROVINCE,Record 2X2,,,PIC X(30),30,233-262,233,262,BNAM DISP BOOK,PROVINCE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LAST MAINT DATE,Record 2X2,,,PIC X(8),8,263-270,263,270,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ADDRESS FORMAT,Record 2X2,,,PIC X(1),1,271-271,271,271,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,STATE/COUNTRY CODE,Record 2X2,,,PIC X(3),3,272-274,272,274,BNAM DISP BOOK,COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,COUNTRY NAME,Record 2X2,,,PIC X(50),50,275-324,275,324,BNAM DISP BOOK,COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,INTERNATIONAL PO CODE,Record 2X2,,,PIC X(10),10,325-334,325,334,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X2,,,PIC X(10),10,335-344,335,344,BNAM HIST,USR/PGMID,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X2,,,PIC X(26),26,345-370,345,370,BNAM HIST,DATE/TIME,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FILLER,Record 2X2,,,PIC X(330),330,371-700,371,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,RECORD TYPE,Record 2X3,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD SEGMENT,Record 2X3,,,PIC X(3),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FIRM,Record 2X3,,,PIC X(4),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,BRANCH,Record 2X3,,,PIC X(3),3,11-Sep,9,11,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 2X3,,,PIC X(6),6,17-Dec,12,17,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ADDRESS TYPE,Record 2X3,,,PIC X(2),2,18-19,18,19,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 1,Record 2X3,,,PIC X(32),32,20-51,20,51,BNAM DISP BOOK,NAME:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 2,Record 2X3,,,PIC X(32),32,52-83,52,83,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FILLER,Record 2X3,,,PIC X(2),2,84-85,84,85,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE1,Record 2X3,,,PIC X(32),32,86-117,86,117,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE2,Record 2X3,,,PIC X(32),32,118-149,118,149,BNAM DISP BOOK,ADD1:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE3,Record 2X3,,,PIC X(32),32,150-181,150,181,BNAM DISP BOOK,ADD2:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PO BOX,Record 2X3,,,PIC X(10),10,182-191,182,191,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR CITY NAME,Record 2X3,,,PIC X(30),30,192-221,192,221,BNAM DISP BOOK,CITY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR DOM STATE,Record 2X3,,,PIC X(2),2,222-223,222,223,BNAM DISP BOOK,STATE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR POSTAL CODE,Record 2X3,,,PIC X(5),5,224-228,224,228,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR EXTENDED ZIP,Record 2X3,,,PIC X(4),4,229-232,229,232,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PROVINCE,Record 2X3,,,PIC X(30),30,233-262,233,262,BNAM DISP BOOK,PROVINCE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LAST MAINT DATE,Record 2X3,,,PIC X(8),8,263-270,263,270,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ADDRESS FORMAT,Record 2X3,,,PIC X(1),1,271-271,271,271,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,STATE/COUNTRY CODE,Record 2X3,,,PIC X(3),3,272-274,272,274,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,COUNTRY NAME,Record 2X3,,,PIC X(50),50,275-324,275,324,BNAM DISP BOOK,COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,INTERNATIONAL PO CODE,Record 2X3,,,PIC X(10),10,325-334,325,334,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X3,,,PIC X(10),10,335-344,335,344,BNAM HIST,USR/PGMID,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X3,,,PIC X(26),26,345-370,345,370,BNAM HIST,DATE/TIME,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FILLER,Record 2X3,,,PIC X(330),330,371-700,371,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,RECORD TYPE,Record 3X0,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD NUMBER,Record 3X0,,,PIC X(3),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,FIRM,Record 3X0,,,PIC X(4),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,BRANCH,Record 3X0,,,PIC X(3),3,11-Sep,9,11,BNAM DISP ENTF,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 3X0,,,PIC X(6),6,17-Dec,12,17,BNAM DISP ENTF,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,FFR XREF,Record 3X0,,,PIC X(9),9,18-26,18,26,BNAM DISP ENTF,[NO TAG],AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,EMAIL ADDRESS,Record 3X0,,,PIC X(80),80,27-106,27,106,BNAM DISP ENTF,[NO TAG],AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,EMAIL ADDRESS OF RECORD,Record 3X0,,,PIC X(1),1,107-107,107,107,BNAM DISP ENTF,REC,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,STATEMENT SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,108-108,108,108,BNAM DISP ENTF,STMT:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,STATEMENT SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,109-109,109,109,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,CONFIRM SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,110-110,110,110,BNAM DISP ENTF,CONF:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,CONFIRM SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,111-111,111,111,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,RAP SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,112-112,112,112,BNAM DISP ENTF,LTRS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,RAP SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,113-113,113,113,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,SHAREHOLDER DOCUMENTS SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,114-114,114,114,BNAM DISP ENTF,SHRHLDR,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,SHAREHOLDER DOCUMENTS SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,115-115,115,115,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,TAX FORMS SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,116-116,116,116,BNAM DISP ENTF,TAX FORMS,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,TAX FORMS SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,117-117,117,117,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,9/20/2012,TRUE
Name and Address Transmission,QPR SUPPRESSION INDICATOR,Record 3X0,,,PIC X(1),1,118-118,118,118,BNAM DISP ENTF,QPR:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/7/2014,TRUE
Name and Address Transmission,QPR SUPPRESSION PENDING INDICATOR,Record 3X0,,,PIC X(1),1,119-119,119,119,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/7/2014,TRUE
Name and Address Transmission,FILLER,Record 3X0,,,PIC X(581),581,120-700,120,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/21/2010,TRUE
Name and Address Transmission,RECORD TYPE,Record 900,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD NUMBER,Record 900,,,PIC X(03),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,FIRM,Record 900,,,PIC X(04),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,BRANCH,Record 900,,,PIC X(03),3,11-Sep,9,11,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 900,,,PIC X(06),6,17-Dec,12,17,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN FIRST NAME,Record 900,,,PIC X(25),25,18-42,18,42,BNAM DISP ASTK/TCPN,FIRST:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN MIDDLE NAME,Record 900,,,PIC X(10),10,43-52,43,52,BNAM DISP ASTK/[TCPN],MID[DLE]:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN LAST NAME,Record 900,,,PIC X(30),30,53-82,53,82,BNAM DISP ASTK/TCPN,LAST:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN CUSTOMER ID,Record 900,,,PIC X(09),9,83-91,83,91,BNAM DISP ASTK/TCPN,CUST #:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN ADDRESS LINE 1,Record 900,,,PIC X(50),50,92-141,92,141,BNAM DISP ASTK/TCPN,ADDR1:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN ADDRESS LINE 2,Record 900,,,PIC X(50),50,142-191,142,191,BNAM DISP ASTK/TCPN,ADDR2:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN CITY,Record 900,,,PIC X(30),30,192-221,192,221,BNAM DISP ASTK/TCPN,CITY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN PROVINCE,Record 900,,,PIC X(30),30,222-251,222,251,BNAM DISP ASTK/TCPN,PROV:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN STATE,Record 900,,,PIC X(02),2,252-253,252,253,BNAM DISP ASTK/TCPN,STATE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN ZIP 5,Record 900,,,PIC X(05),5,254-258,254,258,BNAM DISP ASTK/TCPN,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN ZIP 4,Record 900,,,PIC X(04),4,259-262,259,262,BNAM DISP ASTK/TCPN,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN DATE OF BIRTH,Record 900,,,PIC X(08),8,263-270,263,270,BNAM DISP ASTK,DOB:,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,CITIZEN STATUS CODE,Record 900,,,PIC X(02),2,271-272,271,272,BNAM DISP ASTK,CIT STAT:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,CITIZEN/ORGANIZATION COUNTRY,Record 900,,,PIC X(03),3,273-275,273,275,BNAM DISP ASTK,CCC:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN MAIL ADDRESS COUNTRY CODE,Record 900,,,PIC X(03),3,276-278,276,278,BNAM DISP ASTK/[TCPN],CNTRY CD:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,IRS NO,Record 900,,,PIC X(11),11,279-289,279,289,BNAM DISP ASTK/[TCPN],SSN/TAX ID [IRS#]:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,IRS CODE,Record 900,,,PIC X(01),1,290-290,290,290,BNAM DISP ASTK/TCPN,SSN/TAX ID [IRS#]:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN RELATIONSHIP CODE,Record 900,,,PIC X(04),4,291-294,291,294,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN STAKEHOLDER TYPE,Record 900,,,PIC X(04),4,295-298,295,298,BNAM DISP ASTK,ASTK TYPE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/20/2011,TRUE
Name and Address Transmission,UPDATE DATE,Record 900,,,PIC X(08),8,299-306,299,306,BNAM DISP ASTK,LAST CHG DT:,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/18/2006,TRUE
Name and Address Transmission,ASTK/TCPN NAME FORMAT CODE,Record 900,,,PIC X(01),1,307-307,307,307,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/24/2011,TRUE
Name and Address Transmission,ASTK INSTITUTION NAME,Record 900,,,PIC X(50),50,308-357,308,357,BNAM DISP ASTK,UNAME:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/24/2011,TRUE
Name and Address Transmission,FILLER,Record 900,,,PIC X(03),3,358-360,358,360,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT ID,Record 900,,,PIC X(09),9,361-369,361,369,BNAM DISP TCPN,TCP ID:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT PRIMARY/SECONDARY CODE,Record 900,,,PIC X(01),1,370-370,370,370,BNAM DISP TCPN,PRIORITY,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT RELATIONSHIP TO OWNER,Record 900,,,PIC X(04),4,371-374,371,374,BNAM DISP TCPN,REL TO OWNER:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT PREFIX,Record 900,,,PIC X(10),10,375-384,375,384,BNAM DISP TCPN,PREFIX:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT SUFFIX,Record 900,,,PIC X(10),10,385-394,385,394,BNAM DISP TCPN,SUFFIX:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT ADDRESS FORMAT,Record 900,,,PIC X(01),1,395-395,395,395,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT ATTENTION LINE,Record 900,,,PIC X(50),50,396-445,396,445,BNAM DISP TCPN,ATTN:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
Name and Address Transmission,TRUSTED CONTACT EMAIL ADDRESS,Record 900,,,PIC X(80),80,446-525,446,525,BNAM DISP TCPN,EMAIL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,12/5/2017,TRUE
